Data Source	World Development Indicators																																																												
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Euro area	EMU	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																6.863805354	6.492506065	6.11370319	5.799590975	5.554209375	5.225401498	5.19251002	4.853003711	4.57827973	4.320906495	4.165305466	3.983455316	3.840925658	3.523727267	3.416054118	3.291446658	3.117104309	2.785497806	2.726926802	2.65815563	2.508742338	2.431994111	2.299916556	2.236302121	2.136477721	2.046412562	2.023091417
Eritrea	ERI	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																90.73500061	91.01499939	89.98000336	90.02500153	89.60399628	89.36699677	89.21800232	89.62200165	88.5530014	88.64299774	88.24900055	88.29000092	88.22399902	88.61499786	89.63800049	90.31300354	90.375	89.83599854	89.9960022	90.16200256	89.9940033	90.0530014	90.08999634	90.0510025	90.03900146	89.98899841	89.95500183
Spain	ESP	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																8.522000313	8.112999916	8.067000389	7.431000233	7.126999855	6.127999783	5.843999863	5.328999996	5.052999973	4.768000126	4.497000217	3.976000071	3.901000023	3.657999992	3.523000002	3.272000074	2.944999933	2.565999985	2.444000006	2.437999964	2.384000063	2.405999899	2.233999968	2.237999916	2.102999926	2.13499999	2.085000038
Estonia	EST	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																13.97799969	13.20699978	11.50599957	10.30500031	7.748000145	7.197999954	7.002999783	6.497000217	6.497000217	4.446000099	2.961999893	4.122000217	3.796000004	2.70600009	3.223999977	3.184000015	3.059000015	2.40899992	2.608999968	2.808000088	2.460999966	2.517999887	2.262000084	2.236999989	2.506000042	1.998000026	1.988000035
Ethiopia	ETH	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																88.23799896	89.06400299	88.43699646	87.92099762	87.14399719	86.11399841	85.68000031	84.9280014	83.37400055	82.41100311	81.10099792	79.71800232	78.71600342	77.13400269	75.37000275	75.28199768	74.65299988	74.39199829	73.64700317	71.5059967	68.86799622	67.85299683	64.61699677	63.0019989	61.25099945	60.25400162	59.39699936
European Union	EUU	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																9.541236804	9.61925899	9.485813159	9.149044323	8.969303134	8.339387362	8.343602178	7.929566412	7.644751946	7.389954445	7.112283592	6.284188488	5.998601792	5.441304533	5.260885101	4.963327593	4.74092314	4.443410342	4.334624823	4.318869572	4.122469546	4.011967703	3.794595663	3.653305121	3.417409307	3.147180818	3.092616369
Fragile and conflict affected situations	FCS	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																74.36803927	74.40450391	74.50704991	74.36835507	74.65755742	73.86902358	73.8751806	73.53124285	73.47328663	72.62754784	71.57294872	71.01051177	70.83446549	69.79439478	69.47917558	68.93619362	67.66632396	67.37110153	66.51269597	66.11124966	65.8799075	65.75761857	65.41332868	65.38455743	64.84512921	64.76913798	64.62590558
Finland	FIN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																6.565000057	6.264999866	5.964000225	5.987999916	5.302000046	5.703999996	5.320000172	4.619999886	4.381999969	3.904999971	3.780999899	3.732000113	3.428999901	3.00999999	2.917000055	2.801000118	2.585999966	2.688999891	2.845999956	2.773000002	2.405999899	2.318000078	2.259000063	2.321000099	2.198999882	2.088999987	2.089999914
Fiji	FJI	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																53.77500153	52.65999985	51.95299911	51.25999832	50.93099976	49.94300079	49.25799942	49.13499832	48.35200119	47.48099899	46.29700089	45.99499893	45.4129982	44.37200165	44.11800003	43.5340004	43.46500015	43.15599823	43.23199844	42.63800049	41.99499893	41.77399826	41.34600067	39.89099884	38.71099854	38.49599838	38.77600098
France	FRA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																4.119999886	4.864999771	4.447000027	3.938999891	3.713999987	3.516000032	3.349999905	3.073999882	2.980000019	2.838999987	2.822000027	2.77699995	2.677000046	2.638000011	2.276000023	2.226000071	2.144999981	1.832999945	1.878999949	1.764000058	1.873000026	1.833999991	1.838000059	1.644999981	1.636000037	1.621999979	1.618000031
Faroe Islands	FRO	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
"Micronesia, Fed. Sts."	FSM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Gabon	GAB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																63.18600082	63.57300186	62.4620018	63.08399963	62.16999817	61.5719986	60.8030014	58.86299896	61.38800049	62.30099869	62.13899994	62.29499817	62.22399902	62.54800034	62.56900024	63.50799942	62.86199951	64.13800049	63.97200012	63.33000183	63.14599991	62.29700089	61.67699814	61.3769989	60.87799835	60.9469986	61.46900177
United Kingdom	GBR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																1.085000038	1.136000037	1.080000043	1.154999971	1.230000019	1.164000034	1.057999969	0.921999991	0.758000016	0.773999989	0.680999994	0.690999985	0.583000004	0.595000029	0.727999985	0.667999983	0.746999979	0.726999998	0.552999973	0.605000019	0.657000005	0.68599999	0.601000011	0.712000012	0.644999981	0.625	0.612999976
Georgia	GEO	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																33.4659996	42.85499954	50.89899826	57.55099869	58.45199966	56.58499908	53.90999985	50.96900177	54.14099884	57.78300095	52.7820015	55.29000092	56.83800125	56.49000168	57.19900131	57.36299896	56.5870018	52.00099945	51.01200104	49.10599899	48.6570015	47.26699829	45.9659996	44.80400085	42.55099869	41.81999969	41.68500137
Ghana	GHA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																53.69200134	53.20800018	51.58399963	51.16400146	51.09999847	51.01399994	49.30899811	48.79000092	47.76200104	46.80899811	46.44100189	46.5	46.38399887	46.30500031	45.81499863	41.17900085	40.42699814	40.11500168	39.94400024	38.10100174	37.44900131	38.98500061	41.83499908	40.85400009	38.70399857	37.4469986	36.74100113
Gibraltar	GIB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Guinea	GIN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																74.91300201	74.1740036	74.61399841	74.90799713	74.95500183	74.71600342	75.05200195	75.2440033	74.64800262	74.82900238	74.84899902	74.46099854	73.94300079	74.23100281	74.03700256	74.55400085	74.76799774	74.69400024	74.90299988	74.55999756	73.85099792	72.74099731	72.10700226	71.93900299	72.00499725	71.38500214	71.97200012
"Gambia, The"	GMB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																43.75299835	42.95600128	43.08200073	44.00099945	45.34199905	43.8390007	43.68099976	42.69100189	43.38800049	42.80400085	42.17499924	42.16799927	41.92699814	41.98199844	42.60699844	40.16899872	39.1969986	40.8390007	40.625	40.89899826	38.77700043	37.85699844	36.82799911	35.3370018	35.06900024	33.65100098	33.37400055
Guinea-Bissau	GNB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																91.45300293	90.89199829	91.55400085	91.19999695	91.1309967	91.20999908	90.34799957	91.41400146	91.05699921	90.59400177	90.29499817	90.51899719	90.40200043	90.37999725	90.52200317	90.35299683	90.38400269	90.55000305	90.3769989	90.45800018	90.35600281	90.32800293	89.96900177	89.60800171	89.73100281	89.61100006	89.53500366
Equatorial Guinea	GNQ	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																87.13300323	88.01000214	87.61399841	85.6190033	83.53500366	77.24199677	82.51599884	77.36599731	79.15299988	78.89099884	73.58599854	73.33399963	70.55200195	66.77200317	65.00700378	64.39600372	62.6230011	60.08200073	59.79199982	63.27999878	62.77600098	61.77000046	62.93799973	63.90000153	66.00900269	67.88899994	68.84700012
Greece	GRC	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																26.68400002	26.39900017	25.34000015	24.875	23.9260006	23.94199944	23.14999962	20.45899963	19.79199982	19.65099907	17.4109993	16.95599937	16.57299995	13.88199997	13.52700043	12.86699963	12.1260004	11.61200047	11.85400009	12.58300018	12.63599968	12.94499969	13.4460001	12.98099995	12.35200024	11.74300003	11.48400021
Grenada	GRD	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Greenland	GRL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Guatemala	GTM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																2.479000092	3.036000013	3.733999968	4.642000198	5.868000031	7.907000065	11.07900047	16.12299919	17.04999924	18.11499977	18.18199921	18.1760006	17.75799942	15.18999958	15.52299976	15.63700008	15.32699966	15.28800011	15.79699993	16.02199936	14.38700008	12.47099972	9.607000351	11.15499973	9.793000221	9.309000015	9.333999634
Guam	GUM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																8.484999657	8.251000404	8.112000465	7.882999897	7.678999901	7.414000034	6.980999947	6.855000019	6.427000046	6.040999889	6.043000221	5.993999958	5.856999874	5.732999802	5.565000057	5.389999866	5.140999794	5.164999962	5.427999973	5.352000237	5.072000027	4.93599987	4.866000175	4.893000126	4.739999771	4.710999966	4.770999908
Guyana	GUY	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																24.77799988	23.8560009	23.03700066	20.72200012	20.41600037	18.90699959	16.50799942	14.68700027	12.43799973	10.15999985	8.654999733	7.385000229	7.375999928	7.122000217	7.815999985	6.460000038	5.876999855	5.986000061	5.602000237	5.112999916	5.006999969	4.964000225	4.710999966	4.395999908	4.528999805	4.271999836	3.772000074
High income	HIC	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																5.609474624	5.384861492	5.121631105	5.00164669	4.800829169	4.560926496	4.352626801	4.186988915	3.957792903	3.693797291	3.56748943	3.432419793	3.312486042	3.127811951	3.038379231	2.903243377	2.771143797	2.653122038	2.600951762	2.536730813	2.44117306	2.35239596	2.221567441	2.158958664	2.119231354	2.031333908	2.013373893
"Hong Kong SAR, China"	HKG	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																0.630999982	0.437000006	0.375	0.372999996	0.381000012	0.273000002	0.223000005	0.221000001	0.208000004	0.221000001	0.149000004	0.209999993	0.167999998	0.182999998	0.178000003	0.192000002	0.148000002	0.157000005	0.167999998	0.152999997	0.150000006	0.016000001	0.150000006	0.149000004	0.150000006	0.148000002	0.145999998
Honduras	HND	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																6.788000107	6.616000175	6.361999989	6.486999989	7.135000229	7.81799984	7.183000088	7.901000023	8.644000053	7.348999977	7.087999821	9.029000282	8.328000069	6.90199995	12.9090004	10.29300022	9.657999992	10.08699989	11.51000023	12.28299999	9.43599987	10.69400024	9.619000435	8.960000038	7.650000095	8.312999725	8.260000229
Heavily indebted poor countries (HIPC)	HPC	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																76.36692155	76.6662295	76.62750209	76.43011878	76.22002169	75.58990849	75.40868439	75.05288504	74.56158454	73.91367776	73.37295985	72.95317022	72.59918439	72.42513609	72.21192643	71.47394892	70.84086843	70.38457412	69.87523402	68.90210324	67.74620165	67.01105549	66.54115558	65.7370556	65.17594962	64.77315712	64.43753642
Croatia	HRV	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																19.59199905	23.88599968	23.00900078	23.66200066	21.95700073	21.20700073	19.04500008	17.3239994	17.18400002	15.30500031	15.31799984	15.18900013	17.61000061	18.15699959	18.90200043	14.94799995	13.56599998	13.99600029	14.17300034	15.49199963	15.38199997	12.17300034	9.890000343	7.982999802	7.427999973	5.547999859	5.487999916
Haiti	HTI	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																36.19599915	39.83300018	39.40999985	41.9640007	36.70899963	36.49200058	36.66400146	37.00500107	37.06999969	36.58100128	36.32099915	35.54600143	34.93899918	34.92599869	34.30099869	33.45700073	32.51300049	31.30400085	31.12800026	32.0909996	31.17900085	30.25600052	29.56800079	28.70800018	28.24300003	27.17200089	26.87400055
Hungary	HUN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																7.734000206	7.552999973	5.809999943	5.495999813	4.656000137	4.278999805	4.261000156	4.019999981	3.653000116	3.336999893	3.424000025	3.690999985	2.660000086	2.667999983	2.641000032	2.621000051	2.278000116	2.312999964	2.585999966	2.305999994	2.64199996	2.799999952	2.607000113	2.63499999	2.644999981	2.84100008	2.796000004
IBRD only	IBD	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																50.56726019	50.08435216	48.85759901	48.48482744	47.69816618	47.08901121	46.52337699	46.38181879	45.79689237	44.88334244	44.06012465	43.25559211	42.25078069	41.0967784	39.89847269	37.9054364	36.23426739	35.06828824	33.77331081	32.54052921	30.98372113	29.27364921	28.47608297	27.51887733	26.60469929	25.75335189	25.19347071
IDA & IBRD total	IBT	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																54.08993499	53.71618401	52.74309804	52.50613681	51.87167053	51.30116562	50.86901014	50.79461256	50.25696582	49.40336715	48.55150114	47.87119232	46.86391423	45.84463023	44.89241806	43.23529449	41.89602042	40.90305137	39.74902967	38.43973358	37.15142474	35.77819371	35.14348888	34.44386534	33.80036061	33.20584517	32.83947987
IDA total	IDA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																72.71709602	72.79719151	72.84542021	73.03244735	72.95892083	72.31142059	72.21568063	72.09884403	71.50272735	70.64693083	69.4209928	69.08462965	67.79196641	67.13200242	66.95929033	66.18430458	65.72311903	64.76700664	63.47047572	61.10143157	60.2952753	59.60186867	59.08092894	58.75224659	58.46342324	58.2767653	57.92017147
IDA blend	IDB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																55.89355943	56.0726166	56.69103218	58.26647208	57.41625223	57.21021323	57.68891541	58.42251187	57.67202877	57.47943986	57.49909689	57.90473647	56.46417927	53.63297508	52.86658153	52.31050898	52.19877325	50.07636648	47.98273899	42.80794772	43.52544258	44.44474792	45.46440763	44.55407658	43.97794261	44.37915082	44.41690677
Indonesia	IDN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																54.63899994	56.67699814	51.26800156	47.38899994	43.9090004	44.98199844	41.97600174	46.00999832	43.89799881	46.76599884	44.55599976	45.43700027	47.58000183	44.65499878	44.4469986	41.29199982	41.42100143	41.36899948	39.93999863	38.42200089	36.78900146	35.24399948	33.88499832	33.34500122	32.55500031	30.0529995	29.34600067
IDA only	IDX	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																78.69985901	78.76022399	78.67187208	78.38541133	78.43473286	77.65737274	77.39394128	76.9951338	76.45118722	75.35299784	73.64945423	73.04623902	71.83286574	72.02466659	72.11608699	71.37172519	70.79520775	70.29522694	69.34927167	68.09219692	66.730638	65.41239724	64.29969049	64.19702089	64.00618246	63.5502903	63.03573294
Isle of Man	IMN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
India	IND	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																76.09799957	75.83399963	75.65899658	75.10199738	74.32299805	74.75499725	74.83699799	75.11000061	74.72499847	74.09700012	74.71399689	73.58599854	73.10099792	71.59200287	70.6969986	69.45400238	68.64399719	68.16899872	67.48300171	66.7480011	62.875	59.70100021	59.58300018	58.72499847	57.73500061	56.91600037	56.35699844
Not classified	INX	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Ireland	IRL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																3.823999882	3.486000061	3.964999914	3.710999966	3.596999884	3.759000063	3.497999907	2.579999924	2.405999899	2.071000099	1.850000024	1.771999955	1.815999985	1.440999985	1.371999979	1.327999949	1.338999987	1.429999948	1.052000046	1.046000004	1.016000032	1.205000043	1.447000027	1.496999979	1.416000009	1.371000051	1.284999967
"Iran, Islamic Rep."	IRN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																20.13999939	18.97699928	19.04800034	18.49300003	18.08200073	17.12100029	18.97100067	21.7840004	23.75300026	25.25200081	27.30999947	27.4640007	29.12800026	31.22400093	33.5909996	30.86400032	33.08200073	30.68600082	30.50099945	27.95800018	25.88699913	24.64900017	24.94499969	21.85000038	22.84000015	21.98900032	21.23900032
Iraq	IRQ	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																56.04299927	51.57400131	47.19900131	47.59400177	48	46.26699829	43.23899841	37.69400024	35.01300049	34.76300049	34.3390007	36.3390007	44.02099991	33.04100037	47.8429985	61.76599884	33.40000153	51.58200073	51.41799927	51.3219986	50.73500061	47.5	46.6230011	47.65599823	46.88299942	43.67499924	43.91600037
Iceland	ISL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																5.118999958	4.489999771	3.292000055	4.217000008	4.399000168	4.941999912	4.261000156	4.708000183	4.56099987	4.399000168	3.474999905	3.448999882	3.062999964	3.079999924	3.069000006	2.859999895	2.50999999	2.263000011	2.122999907	2.232000113	1.911000013	2.141000032	2.447000027	1.985000014	1.745000005	2.180999994	1.949000001
Israel	ISR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																1.871999979	1.90199995	1.866999984	1.777999997	1.222000003	1.065999985	1.021000028	1.057999969	1.093999982	0.84799999	0.609000027	0.684000015	0.788999975	0.833000004	0.782999992	0.603999972	0.568000019	0.658999979	0.66900003	0.757000029	0.549000025	0.643999994	0.671000004	0.59799999	0.611000001	0.63499999	0.629000008
Italy	ITA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																8.800999641	8.552000046	7.196000099	6.829999924	6.40500021	5.611999989	5.224999905	5.066999912	4.514999866	4.352000237	4.367000103	3.931999922	3.693000078	3.160000086	3.263000011	3.322000027	3.055000067	2.828999996	2.661000013	2.713999987	2.634000063	2.573999882	2.427999973	2.403000116	2.431999922	2.510999918	2.529000044
Jamaica	JAM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																15.23600006	16.04599953	12.05200005	11.98499966	11.66600037	11.23600006	10.02099991	9.545000076	8.796999931	9.173999786	9.508999825	9.736000061	8.663000107	8.682999611	8.376000404	8.267999649	8.031000137	9.501999855	9.251999855	9.119999886	7.789999962	7.883999825	7.907000065	8.006999969	8.206000328	8.217000008	8.282999992
Jordan	JOR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																5.339000225	4.336999893	4.243999958	4.131000042	4.218999863	4.18900013	4.124000072	3.993000031	3.83100009	3.717999935	3.627000093	3.134000063	1.868999958	1.322000027	1.228999972	1.187000036	1.18900001	1.148000002	1.156000018	1.268000007	1.220999956	1.207999945	1.195000052	1.218000054	1.231999993	1.222000003	1.228000045
Japan	JPN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																7.791999817	7.296000004	6.77699995	6.578000069	6.495999813	6.256999969	6.019999981	5.967999935	5.763000011	5.548999786	5.28399992	4.955999851	4.900000095	4.714000225	4.572000027	4.46999979	4.340000153	4.254000187	4.105000019	3.923000097	3.711999893	3.538000107	3.382999897	3.276000023	3.223999977	3.045000076	3.022000074
Kazakhstan	KAZ	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																45.51200104	42.37400055	37.02199936	37.29600143	37.4280014	38.77500153	38.00600052	35.8390007	35.7519989	34.01900101	34.17900085	34.67300034	34.00799942	31.95599937	31.31100082	30.15600014	29.72299957	29.14900017	28.37899971	27.40699959	26.26399994	24.99799919	23.23399925	18.77899933	17.08699989	16.93899918	17.19199944
Kenya	KEN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																55.41999817	55.74599838	56.27700043	56.59700012	55.54000092	55.10800171	55.27600098	54.9659996	55.25799942	55.79000092	54.95600128	54.16600037	53.5019989	52.15499878	50.84199905	48.4070015	47.50699997	48.71099854	48.8030014	48.43399811	48.12900162	47.68500137	46.94200134	46.70299911	47	47.33599854	47.17900085
Kyrgyz Republic	KGZ	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																37.66999817	38.91799927	44.24900055	45.8429985	53.93199921	59.40599823	56.17100143	51.04100037	50.64899826	50.12599945	49.74300003	48.66699982	42.98500061	38.68600082	37.3370018	35.36299896	34.02099991	33.58399963	28.8029995	27.92099953	27.56900024	29.58099937	32.91400146	34.45899963	31.93499947	27.81800079	27.7140007
Cambodia	KHM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																83.32700348	83.12000275	83.47799683	83.20600128	83.22799683	82.58000183	81.79799652	83.13899994	80.19000244	74.91999817	69.69599915	70.56300354	71.20400238	71.20400238	72.16500092	72.23899841	73.1269989	75.05699921	64.88400269	55.37900162	44.48300171	32.86999893	31.69099998	30.0510006	28.31800079	26.93400002	26.19300079
Kiribati	KIR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
St. Kitts and Nevis	KNA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
"Korea, Rep."	KOR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																18.56299973	16.74099922	16.17000008	15.01500034	14.04500008	13.17500019	12.76500034	14.29500008	12.97799969	12.24499989	11.30799961	10.67399979	10.14400005	9.251999855	8.927000046	8.635000229	8.270999908	7.927000046	7.550000191	6.881999969	6.763000011	6.392000198	6.188000202	5.711999893	5.184000015	4.828000069	4.80700016
Kuwait	KWT	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																0.082000002	0.093000002	0.054000001	0.037999999	0.034000002	0.037999999	0.041000001	0.044	0.052000001	0.057999998	0.061000001	0.057	0.052000001	0.046999998	0.046999998	0.045000002	0.044	0.046	0.054000001	0.063000001	0.061999999	0.063000001	0.066	0.068000004	0.071999997	0.075000003	0.074000001
Latin America & Caribbean (excluding high income)	LAC	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																18.33269759	18.87988912	18.63742606	19.00426579	17.79513985	16.56208269	17.04420251	15.92419654	16.67387746	14.55482655	14.32212039	14.47706134	14.13931146	14.05070807	13.89514604	13.1333605	12.28660762	11.67686076	11.28313471	11.01893562	10.83260384	8.707375712	8.303043123	8.216657875	8.082120726	8.181000771	8.180587649
Lao PDR	LAO	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																90.17900085	90.14299774	89.91899872	89.76100159	89.3690033	88.55899811	88.09700012	87.62999725	86.92299652	86.53800201	85.80500031	84.77799988	83.90499878	82.75499725	81.41100311	80.43499756	79.18599701	77.65499878	75.9489975	73.57900238	72.62999725	69.14099884	67.68900299	66.38600159	65.12400055	63.92200089	63.2120018
Lebanon	LBN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																0.050000001	0.052999999	0.048999999	0.044	0.043000001	0.039999999	0.041999999	0.043000001	0.046	0.046999998	0.048999999	0.048999999	0.050000001	0.043000001	0.044	0.046999998	0.041999999	0.037999999	0.033	0.030999999	0.033	0.037	0.041999999	0.044	0.046	0.045000002	0.045000002
Liberia	LBR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																42.15200043	50.32099915	58.15599823	63.56900024	71.94300079	74.06800079	62.25099945	59.58100128	55.66799927	51.78900146	52.00400162	52.35300064	57.14799881	53.88700104	54.75400162	49.00400162	51.34999847	50.78300095	52.07099915	47.49200058	45.90000153	46.07099915	44.32500076	43.06800079	42.88700104	43.56200027	42.40599823
Libya	LBY	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																5.554999828	6.09800005	6.830999851	6.708000183	7.06099987	6.912000179	6.880000114	7.390999794	8.043000221	7.831999779	9.765999794	10.03999996	8.295000076	7.708000183	7.06099987	6.541999817	6.410999775	6.806000233	6.777999878	6.295000076	16.30200005	4.289000034	11.13799953	16.06399918	14.59899998	13.8739996	9.277000427
St. Lucia	LCA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																17.01600075	16.99500084	16.52899933	17.09300041	17.21199989	18.22599983	13.38099957	16.11000061	15.27600002	13.9289999	8.065999985	9.663000107	9.07199955	10.36299992	8.519000053	9.350000381	9.321000099	9.699999809	9.753000259	9.371999741	9.48900032	9.826000214	9.604999542	9.512999535	9.468999863	9.831999779	10.10900021
Latin America & Caribbean	LCN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																15.91421906	16.41101703	16.32188301	16.664463	15.79218997	14.66840677	15.07504921	14.04475407	14.72752244	12.91708579	12.77798973	12.9860867	12.713729	12.64104947	12.51651173	11.84593092	11.08885479	10.56077458	10.2660579	10.02099276	9.811449912	7.946395757	7.581919549	7.50567207	7.391886403	7.491785592	7.488454515
Least developed countries: UN classification	LDC	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																81.08576642	81.28909439	81.41687	81.16932443	80.77142207	79.83925528	79.66914136	79.25182203	78.77608211	77.59665299	75.75499386	75.05513898	73.84212036	74.15712245	74.32323479	73.86299675	73.26758071	72.80394786	71.93593999	70.71698368	69.3269852	67.86615439	66.52252671	66.44678026	66.39295258	65.99410147	65.51757679
